tag #,data collection date,broodstock,set date,distribution date,total # of live oysters,clump (if any noted),shell_height_mm,Organization,Location,Notes,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,7,28,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,7,32,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,7,54,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,7,28,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,7,64,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,7,52,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,7,81,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,5,57,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,5,55,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,5,84,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,5,62,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,5,58,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,5,63,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,5,67,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,5,55,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,1,27,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,1,66,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,1,68,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,1,66,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,1,69,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,4,52,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,4,55,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,4,53,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,4,52,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,4,67,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,8,26,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,8,29,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,8,22,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,8,54,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,9,37,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,9,47,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,9,38,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,3,40,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,3,57,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,3,53,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,3,63,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,6,57,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,6,47,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,6,49,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,6,44,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,6,55,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,6,56,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,6,55,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
33,12/2/2017,MB,8/15/2015,,61,6,52,Alex Pound - Community Scientist,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
269,11/18/2019,,,10/17/2019,58,,66,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
269,11/18/2019,,,10/17/2019,58,,76,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
269,11/18/2019,,,10/17/2019,58,,48,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
269,11/18/2019,,,10/17/2019,58,,123,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
269,11/18/2019,,,10/17/2019,58,,95,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
269,11/18/2019,,,10/17/2019,58,,52,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
269,11/18/2019,,,10/17/2019,58,,46,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
269,11/18/2019,,,10/17/2019,58,,42,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
269,11/18/2019,,,10/17/2019,58,,71,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
269,11/18/2019,,,10/17/2019,58,,67,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,38,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,30,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,26,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,52,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,36,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,40,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,33,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,31,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,40,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,28,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,13,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,17,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,30,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,22,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,42,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,33,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,25,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,25,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,45,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,40,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,29,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,17,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,25,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,31,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,26,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,29,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,26,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,23,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,34,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,36,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,30,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,16,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,14,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,35,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,23,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,25,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,22,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,23,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,24,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,11,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,30,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,40,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,16,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,40,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,17,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,16,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,18,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,14,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,24,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,31,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,20,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,24,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,24,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,16,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/2018,EB,8/15/2017,10/22/18,55,,19,"Community Scientists - Sky Pape, Sally Fisher, Eszter Domjan, Ann Tritchler",Inwood Hill Canoe Club ,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,38,Inwood Canoe Club,Inwood Canoe Club,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,30,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,26,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,52,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,36,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,40,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,33,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,31,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,40,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,28,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,13,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,17,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,30,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,22,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,42,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,33,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,25,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,25,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,45,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,40,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,29,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,17,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,25,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,31,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,26,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,29,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,26,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,23,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,34,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,36,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,30,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,16,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,14,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,35,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,23,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,25,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,22,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,23,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,24,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,11,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,30,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,40,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,16,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,40,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,17,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,16,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,18,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,14,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,24,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,31,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,20,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,24,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,24,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,16,Inwood Canoe Club,,,,,,,,,,,,,,,,,
74,11/14/18,EB,8/15/2017,10/22/2018,55,,19,Inwood Canoe Club,,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,1,25,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,1,11,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,1,44,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,1,23,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,1,21,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,1,36,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,2,28,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,2,30,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,2,24,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,3,27,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,3,32,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,3,40,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,3,38,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
93,8/1/2019,IC,6/16/2017,6/1/2019,54,3,36,"Community Scientists - Sky Pape, Sally Fisher",Peter J. Sharpe Boathouse,,,,,,,,,,,,,,,,
